hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,country,market_segment,customer_type,adr,required_car_parking_spaces,total_of_special_requests,previous_cancellations,deposit_type,agent,company,total_nights,total_guests
City Hotel,0,2,2024,March,1,0,3,2,2.0,USA,Corporate,Transient-Party,123.54,1,0,1,Non Refund,7.0,105.0,3,4.0
City Hotel,1,20,2024,February,1,0,4,2,0.0,PRT,Online TA,Group,58.51,0,1,0,No Deposit,17.0,119.0,4,2.0
City Hotel,0,3,2024,April,20,1,1,1,0.0,USA,Direct,Transient,117.52,0,1,1,No Deposit,24.0,110.0,2,1.0
Resort Hotel,1,199,2024,September,19,2,5,3,0.0,USA,Online TA,Transient-Party,128.06,0,1,1,No Deposit,23.0,112.0,7,3.0
City Hotel,0,58,2023,April,3,0,1,1,0.0,GBR,Direct,Transient,86.38,0,1,0,No Deposit,15.0,119.0,1,1.0
City Hotel,0,11,2024,December,10,0,2,2,0.0,GBR,Corporate,Transient,154.6,0,0,0,No Deposit,9.0,0.0,2,2.0
City Hotel,0,7,2023,May,12,4,3,2,0.0,USA,Online TA,Transient-Party,90.77,0,1,0,No Deposit,1.0,111.0,7,2.0
City Hotel,0,27,2023,August,18,0,4,2,1.0,GBR,Online TA,Contract,132.23,0,0,0,No Deposit,13.0,107.0,4,3.0
City Hotel,0,22,2024,February,14,0,4,1,0.0,GBR,Online TA,Transient,84.38,1,1,0,No Deposit,20.0,118.0,4,1.0
Resort Hotel,0,19,2024,December,10,2,0,2,0.0,PRT,Direct,Transient,169.6,0,0,0,No Deposit,10.0,111.0,2,2.0
Resort Hotel,1,37,2023,November,10,2,1,1,0.0,GBR,Online TA,Transient,95.01,0,0,0,Non Refund,27.0,116.0,3,1.0
Resort Hotel,1,146,2023,March,18,0,1,1,0.0,PRT,Offline TA/TO,Contract,104.9,0,0,0,No Deposit,28.0,0.0,1,1.0
Resort Hotel,0,50,2023,June,24,1,8,2,0.0,ESP,Online TA,Transient,216.08,0,1,0,No Deposit,14.0,0.0,9,2.0
City Hotel,0,44,2023,December,1,1,0,1,2.0,PRT,Offline TA/TO,Transient,110.79,0,0,1,No Deposit,15.0,118.0,1,3.0
City Hotel,1,98,2023,July,15,2,3,4,0.0,PRT,Direct,Transient,54.29,0,2,0,No Deposit,6.0,0.0,5,4.0
City Hotel,0,0,2024,April,8,0,4,4,0.0,USA,Online TA,Transient,80.74,0,0,0,No Deposit,6.0,113.0,4,4.0
City Hotel,0,41,2023,July,3,0,3,3,0.0,IND,Groups,Group,140.26,0,0,1,Non Refund,14.0,101.0,3,3.0
City Hotel,1,73,2023,December,18,2,3,3,0.0,ITA,Online TA,Transient,170.05,0,1,0,Non Refund,0.0,0.0,5,3.0
City Hotel,0,39,2024,September,9,0,1,2,0.0,GBR,Corporate,Transient,87.61,0,0,0,No Deposit,21.0,0.0,1,2.0
City Hotel,0,10,2023,January,16,1,2,3,0.0,GBR,Online TA,Contract,73.27,0,0,0,Non Refund,14.0,111.0,3,3.0
City Hotel,0,159,2023,January,21,0,4,3,0.0,DEU,Direct,Contract,110.8,0,1,0,No Deposit,8.0,0.0,4,3.0
City Hotel,0,23,2023,January,15,0,4,1,1.0,PRT,Online TA,Transient,131.7,0,2,1,No Deposit,26.0,116.0,4,2.0
Resort Hotel,0,93,2024,October,5,0,3,3,0.0,FRA,Complementary,Transient,107.29,0,0,0,No Deposit,21.0,0.0,3,3.0
City Hotel,1,133,2024,July,13,0,2,1,0.0,PRT,Online TA,Group,94.61,0,0,0,No Deposit,14.0,115.0,2,1.0
Resort Hotel,0,25,2023,November,22,1,1,3,0.0,PRT,Corporate,Transient-Party,118.51,0,0,0,No Deposit,20.0,103.0,2,3.0
Resort Hotel,0,111,2023,September,20,0,1,2,0.0,PRT,Corporate,Group,78.75,0,1,0,No Deposit,19.0,118.0,1,2.0
Resort Hotel,0,74,2023,March,7,0,3,4,0.0,FRA,Online TA,Transient,118.11,0,1,0,Refundable,19.0,105.0,3,4.0
City Hotel,1,140,2024,August,16,1,1,2,0.0,ESP,Online TA,Transient-Party,134.75,0,3,0,Non Refund,3.0,111.0,2,2.0
City Hotel,0,17,2024,September,7,1,5,3,2.0,GBR,Corporate,Transient-Party,133.95,0,0,0,Refundable,0.0,111.0,6,5.0
City Hotel,1,160,2023,March,27,4,0,4,0.0,DEU,Online TA,Contract,69.41,0,2,0,No Deposit,28.0,119.0,4,4.0
Resort Hotel,0,4,2023,December,25,3,3,2,0.0,ITA,Groups,Group,135.98,0,1,0,No Deposit,3.0,116.0,6,2.0
City Hotel,1,94,2023,December,22,1,0,3,0.0,PRT,Groups,Transient,158.49,0,1,0,No Deposit,21.0,112.0,1,3.0
City Hotel,0,34,2023,March,16,3,2,2,0.0,IND,Direct,Transient-Party,83.95,0,1,1,Non Refund,17.0,113.0,5,2.0
City Hotel,1,11,2024,January,13,4,4,2,1.0,ITA,Offline TA/TO,Transient,77.36,0,1,0,Non Refund,24.0,111.0,8,3.0
City Hotel,0,4,2023,February,17,1,0,3,0.0,USA,Online TA,Contract,70.33,0,1,0,No Deposit,13.0,104.0,1,3.0
Resort Hotel,0,29,2023,July,9,0,1,2,0.0,PRT,Groups,Transient-Party,117.62,1,1,0,No Deposit,0.0,103.0,1,2.0
Resort Hotel,1,29,2023,March,12,0,3,2,0.0,BRA,Online TA,Contract,136.49,0,0,0,Refundable,0.0,0.0,3,2.0
City Hotel,1,15,2024,July,13,0,2,1,1.0,FRA,Online TA,Transient,102.7,0,1,0,No Deposit,4.0,100.0,2,2.0
Resort Hotel,0,14,2024,May,26,3,0,2,0.0,PRT,Online TA,Transient,72.56,0,2,0,No Deposit,10.0,0.0,3,2.0
City Hotel,1,30,2023,October,9,0,1,2,0.0,USA,Groups,Transient,73.43,0,0,0,Non Refund,7.0,109.0,1,2.0
City Hotel,1,31,2023,August,5,0,2,2,0.0,FRA,Online TA,Transient,95.11,0,0,1,No Deposit,11.0,112.0,2,2.0
City Hotel,0,35,2023,May,7,0,4,2,0.0,DEU,Groups,Transient,164.49,0,0,0,No Deposit,16.0,0.0,4,2.0
Resort Hotel,0,121,2024,March,1,2,3,2,1.0,ITA,Offline TA/TO,Group,116.28,0,2,0,No Deposit,4.0,107.0,5,3.0
Resort Hotel,0,56,2023,September,4,2,0,2,1.0,IND,Online TA,Transient,162.81,0,0,0,No Deposit,23.0,119.0,2,3.0
Resort Hotel,0,1,2024,July,28,3,1,3,0.0,ITA,Direct,Transient-Party,124.27,0,2,0,No Deposit,19.0,117.0,4,3.0
City Hotel,0,43,2024,May,26,0,6,1,0.0,USA,Online TA,Contract,111.93,1,0,0,No Deposit,5.0,105.0,6,1.0
City Hotel,0,86,2024,July,4,1,5,1,1.0,DEU,Online TA,Contract,133.44,0,0,0,No Deposit,22.0,0.0,6,2.0
Resort Hotel,0,3,2023,November,16,2,0,4,0.0,USA,Corporate,Transient,46.57,0,1,0,No Deposit,21.0,103.0,2,4.0
City Hotel,1,32,2024,October,5,0,3,3,0.0,PRT,Online TA,Transient,76.66,0,1,0,Non Refund,29.0,110.0,3,3.0
City Hotel,0,36,2024,September,22,3,4,2,0.0,GBR,Online TA,Transient,72.62,0,0,0,No Deposit,7.0,0.0,7,2.0
Resort Hotel,1,184,2023,May,4,1,1,3,0.0,IND,Online TA,Transient,85.59,0,0,0,No Deposit,20.0,103.0,2,3.0
City Hotel,1,38,2023,July,6,0,2,2,2.0,FRA,Direct,Transient-Party,124.82,0,1,0,No Deposit,29.0,0.0,2,4.0
City Hotel,1,83,2023,November,26,2,0,1,0.0,GBR,Corporate,Transient-Party,73.85,0,0,0,No Deposit,9.0,108.0,2,1.0
Resort Hotel,0,21,2023,September,23,0,1,2,0.0,USA,Online TA,Transient-Party,158.94,1,0,0,No Deposit,8.0,104.0,1,2.0
Resort Hotel,0,90,2023,January,3,2,2,1,0.0,PRT,Online TA,Contract,74.32,0,1,0,No Deposit,9.0,110.0,4,1.0
City Hotel,0,23,2024,April,25,2,3,2,0.0,ESP,Online TA,Contract,106.98,1,3,0,No Deposit,25.0,0.0,5,2.0
City Hotel,0,33,2023,January,8,1,0,1,0.0,PRT,Online TA,Group,102.13,0,1,0,No Deposit,27.0,102.0,1,1.0
City Hotel,1,39,2024,August,17,2,2,3,0.0,BRA,Offline TA/TO,Contract,84.94,0,3,1,Non Refund,2.0,110.0,4,3.0
City Hotel,1,156,2023,March,18,2,1,2,0.0,GBR,Online TA,Transient,87.98,0,0,0,No Deposit,11.0,103.0,3,2.0
Resort Hotel,0,3,2024,February,18,1,1,1,1.0,USA,Corporate,Transient,137.67,0,1,0,No Deposit,5.0,103.0,2,2.0
City Hotel,0,73,2024,November,25,1,3,2,1.0,DEU,Corporate,Transient-Party,57.7,1,1,1,No Deposit,27.0,104.0,4,3.0
Resort Hotel,0,51,2023,March,12,0,1,2,0.0,ESP,Online TA,Transient-Party,79.93,0,2,0,No Deposit,0.0,101.0,1,2.0
Resort Hotel,0,17,2023,November,25,4,3,1,1.0,FRA,Offline TA/TO,Transient,104.71,0,1,0,No Deposit,14.0,105.0,7,2.0
City Hotel,0,20,2024,May,25,2,2,1,2.0,PRT,Corporate,Contract,121.29,0,0,0,No Deposit,0.0,0.0,4,3.0
City Hotel,1,27,2023,August,1,3,0,2,0.0,FRA,Online TA,Transient,155.62,0,0,0,No Deposit,13.0,112.0,3,2.0
City Hotel,0,35,2024,October,23,1,1,1,0.0,GBR,Groups,Group,104.36,0,0,1,No Deposit,24.0,111.0,2,1.0
City Hotel,0,102,2024,August,12,0,3,1,0.0,DEU,Groups,Transient,124.17,1,0,0,No Deposit,12.0,115.0,3,1.0
Resort Hotel,0,0,2023,November,11,1,3,2,0.0,USA,Online TA,Transient,92.31,0,1,0,No Deposit,11.0,105.0,4,2.0
City Hotel,0,136,2024,July,13,3,2,2,0.0,PRT,Offline TA/TO,Transient,68.23,0,1,0,No Deposit,19.0,115.0,5,2.0
City Hotel,1,15,2023,May,27,1,5,2,0.0,PRT,Online TA,Transient,100.49,0,1,0,Non Refund,20.0,108.0,6,2.0
City Hotel,1,42,2024,October,25,0,1,2,0.0,IRL,Corporate,Transient-Party,92.61,0,0,1,No Deposit,19.0,0.0,1,2.0
City Hotel,0,64,2024,October,8,3,2,4,0.0,DEU,Groups,Transient,126.38,0,1,0,No Deposit,17.0,102.0,5,4.0
City Hotel,0,2,2023,November,3,1,2,2,1.0,USA,Groups,Contract,77.84,0,0,0,No Deposit,0.0,105.0,3,3.0
City Hotel,0,75,2023,December,17,0,2,2,0.0,PRT,Online TA,Transient,112.97,0,1,0,No Deposit,27.0,0.0,2,2.0
Resort Hotel,0,85,2024,November,25,1,3,2,0.0,IND,Groups,Transient,73.53,0,0,1,No Deposit,14.0,119.0,4,2.0
City Hotel,1,10,2023,June,13,0,3,2,0.0,USA,Corporate,Contract,128.64,0,1,0,No Deposit,27.0,105.0,3,2.0
City Hotel,0,11,2023,August,10,1,4,2,0.0,ESP,Complementary,Transient,119.17,0,1,0,No Deposit,4.0,109.0,5,2.0
Resort Hotel,0,13,2023,January,17,0,3,2,0.0,ESP,Groups,Transient-Party,174.91,0,0,0,No Deposit,15.0,102.0,3,2.0
City Hotel,1,95,2024,June,3,2,2,3,0.0,USA,Offline TA/TO,Transient,136.66,0,0,0,No Deposit,4.0,0.0,4,3.0
City Hotel,1,19,2023,June,13,0,2,1,0.0,ESP,Online TA,Transient,178.3,0,0,0,No Deposit,0.0,0.0,2,1.0
Resort Hotel,0,95,2023,November,22,2,1,2,0.0,DEU,Online TA,Transient,95.52,0,0,0,No Deposit,2.0,119.0,3,2.0
City Hotel,0,46,2024,May,6,1,1,2,0.0,USA,Online TA,Transient,93.64,0,1,0,Non Refund,0.0,116.0,2,2.0
City Hotel,0,87,2023,April,14,3,2,4,0.0,ESP,Direct,Transient,122.01,0,0,0,No Deposit,0.0,119.0,5,4.0
City Hotel,0,24,2024,November,10,0,2,1,0.0,USA,Offline TA/TO,Contract,104.73,0,0,0,No Deposit,0.0,0.0,2,1.0
City Hotel,0,144,2024,October,20,1,0,2,0.0,PRT,Online TA,Transient,104.63,0,3,0,No Deposit,17.0,0.0,1,2.0
City Hotel,1,75,2024,November,16,1,3,2,0.0,USA,Groups,Group,80.46,0,2,0,No Deposit,0.0,112.0,4,2.0
City Hotel,0,39,2023,August,18,1,3,2,1.0,ESP,Online TA,Transient,139.33,0,1,0,No Deposit,16.0,102.0,4,3.0
Resort Hotel,1,60,2024,June,13,3,0,2,0.0,IRL,Offline TA/TO,Contract,121.22,0,0,1,Non Refund,16.0,0.0,3,2.0
City Hotel,1,57,2023,March,10,0,2,1,0.0,DEU,Offline TA/TO,Contract,56.26,0,0,0,No Deposit,25.0,0.0,2,1.0
City Hotel,0,26,2023,December,6,1,0,1,0.0,GBR,Online TA,Transient,131.97,0,0,0,No Deposit,8.0,0.0,1,1.0
Resort Hotel,0,33,2023,March,10,0,4,2,0.0,ITA,Direct,Group,151.77,0,1,0,No Deposit,0.0,117.0,4,2.0
City Hotel,0,22,2023,December,5,2,3,2,2.0,ITA,Offline TA/TO,Transient,109.2,1,0,0,Refundable,28.0,101.0,5,4.0
City Hotel,1,458,2024,June,6,1,3,3,0.0,GBR,Offline TA/TO,Transient,101.75,0,0,1,No Deposit,5.0,109.0,4,3.0
City Hotel,0,5,2024,July,11,0,2,2,1.0,USA,Online TA,Group,133.62,0,0,0,No Deposit,23.0,0.0,2,3.0
City Hotel,0,43,2024,August,16,3,2,2,0.0,BRA,Complementary,Contract,171.31,0,0,0,No Deposit,12.0,0.0,5,2.0
City Hotel,0,3,2024,May,25,2,2,2,0.0,GBR,Complementary,Transient,121.48,1,0,0,No Deposit,4.0,100.0,4,2.0
Resort Hotel,0,20,2023,October,12,2,4,2,0.0,IND,Corporate,Transient-Party,92.44,0,1,1,No Deposit,29.0,0.0,6,2.0
Resort Hotel,0,35,2024,June,12,0,2,2,0.0,PRT,Online TA,Transient,94.77,0,1,0,No Deposit,0.0,112.0,2,2.0
City Hotel,1,45,2023,December,23,1,4,2,0.0,GBR,Online TA,Transient,124.46,1,0,0,No Deposit,11.0,106.0,5,2.0
City Hotel,1,224,2023,January,20,3,1,3,0.0,ESP,Offline TA/TO,Transient,112.43,0,0,0,No Deposit,6.0,116.0,4,3.0
Resort Hotel,1,241,2024,June,26,2,2,3,0.0,BRA,Online TA,Transient,192.98,0,1,1,No Deposit,28.0,110.0,4,3.0
City Hotel,1,6,2023,September,5,2,1,2,0.0,GBR,Online TA,Transient,57.11,0,2,0,No Deposit,18.0,0.0,3,2.0
Resort Hotel,0,46,2023,October,16,0,4,4,0.0,ESP,Online TA,Group,134.18,0,2,0,Refundable,0.0,107.0,4,4.0
Resort Hotel,0,101,2024,April,6,0,2,1,0.0,ESP,Offline TA/TO,Transient,126.66,0,0,0,No Deposit,21.0,109.0,2,1.0
City Hotel,0,16,2023,October,9,2,2,2,0.0,GBR,Online TA,Contract,49.78,0,0,0,No Deposit,19.0,0.0,4,2.0
City Hotel,0,83,2024,January,5,1,2,2,0.0,PRT,Groups,Transient,101.01,0,0,0,No Deposit,0.0,100.0,3,2.0
Resort Hotel,0,126,2023,November,21,1,2,2,0.0,DEU,Direct,Group,147.26,0,1,0,No Deposit,26.0,101.0,3,2.0
City Hotel,0,65,2023,September,23,0,5,1,0.0,FRA,Online TA,Transient,127.54,1,0,0,Non Refund,14.0,101.0,5,1.0
Resort Hotel,0,23,2023,April,16,2,2,1,0.0,PRT,Corporate,Transient-Party,177.45,1,0,0,No Deposit,1.0,118.0,4,1.0
City Hotel,1,153,2023,February,18,3,1,3,1.0,GBR,Groups,Transient-Party,94.37,0,1,0,No Deposit,25.0,0.0,4,4.0
City Hotel,0,129,2023,January,19,1,2,1,0.0,PRT,Online TA,Contract,80.43,0,0,0,No Deposit,28.0,115.0,3,1.0
Resort Hotel,0,75,2024,March,12,0,2,2,1.0,GBR,Online TA,Transient,130.91,0,2,0,Non Refund,5.0,119.0,2,3.0
Resort Hotel,1,27,2024,July,2,2,1,1,0.0,GBR,Online TA,Transient,124.53,0,2,0,Non Refund,29.0,116.0,3,1.0
City Hotel,0,94,2024,November,26,1,4,2,0.0,USA,Corporate,Transient-Party,69.81,1,0,1,No Deposit,28.0,105.0,5,2.0
City Hotel,0,22,2023,October,10,1,5,3,0.0,IND,Online TA,Transient,101.03,0,0,1,No Deposit,1.0,0.0,6,3.0
City Hotel,1,17,2024,February,12,3,1,2,0.0,USA,Corporate,Transient-Party,80.47,0,0,0,Non Refund,24.0,0.0,4,2.0
Resort Hotel,0,43,2024,September,14,0,1,3,0.0,USA,Direct,Transient,201.34,0,0,0,Non Refund,13.0,105.0,1,3.0
City Hotel,0,351,2024,December,18,1,4,1,0.0,IRL,Direct,Transient,113.7,0,1,0,No Deposit,2.0,100.0,5,1.0
City Hotel,0,97,2023,November,19,1,2,1,0.0,PRT,Offline TA/TO,Transient,85.01,0,0,1,No Deposit,11.0,112.0,3,1.0
City Hotel,1,78,2024,February,6,1,3,2,0.0,GBR,Online TA,Transient,90.02,0,1,0,No Deposit,20.0,0.0,4,2.0
City Hotel,0,36,2024,May,5,1,3,3,0.0,IND,Online TA,Contract,127.27,0,2,0,No Deposit,10.0,109.0,4,3.0
City Hotel,0,22,2023,August,27,2,2,1,1.0,PRT,Online TA,Transient,81.46,0,0,0,No Deposit,26.0,113.0,4,2.0
City Hotel,0,116,2024,December,16,0,5,2,0.0,ESP,Direct,Transient-Party,164.86,0,1,0,Refundable,16.0,0.0,5,2.0
City Hotel,0,50,2023,October,14,1,1,1,0.0,ESP,Groups,Transient,115.32,0,2,0,No Deposit,2.0,0.0,2,1.0
City Hotel,0,100,2024,August,13,1,3,2,0.0,IND,Corporate,Transient,152.49,0,1,1,Refundable,19.0,113.0,4,2.0
City Hotel,0,40,2024,March,21,0,3,2,0.0,BRA,Online TA,Transient,168.14,0,2,0,Non Refund,15.0,112.0,3,2.0
Resort Hotel,1,84,2024,February,2,0,3,2,1.0,ESP,Online TA,Transient,97.19,0,0,1,Non Refund,4.0,106.0,3,3.0
City Hotel,0,121,2023,September,2,3,2,1,1.0,ESP,Corporate,Contract,93.86,0,1,0,No Deposit,15.0,113.0,5,2.0
City Hotel,0,29,2023,March,12,1,1,3,0.0,USA,Groups,Group,67.3,0,1,0,No Deposit,26.0,0.0,2,3.0
Resort Hotel,1,17,2023,February,19,3,2,2,0.0,BRA,Direct,Transient,95.4,0,2,0,No Deposit,8.0,0.0,5,2.0
Resort Hotel,1,147,2023,March,28,1,3,2,0.0,PRT,Online TA,Transient-Party,188.45,0,0,1,No Deposit,0.0,104.0,4,2.0
City Hotel,0,69,2024,January,28,1,3,2,0.0,USA,Online TA,Group,98.05,0,2,0,Refundable,14.0,102.0,4,2.0
City Hotel,0,23,2023,June,16,0,1,1,0.0,GBR,Corporate,Transient-Party,124.27,0,0,1,No Deposit,17.0,104.0,1,1.0
Resort Hotel,0,72,2023,July,7,1,3,1,1.0,DEU,Online TA,Transient-Party,118.71,1,0,0,No Deposit,8.0,0.0,4,2.0
Resort Hotel,0,11,2024,January,21,1,4,3,0.0,PRT,Direct,Transient-Party,116.83,1,0,1,No Deposit,25.0,116.0,5,3.0
Resort Hotel,1,207,2024,March,7,1,3,3,0.0,USA,Offline TA/TO,Transient-Party,160.86,0,1,0,Refundable,16.0,114.0,4,3.0
City Hotel,1,26,2024,September,16,1,0,2,0.0,IND,Direct,Transient-Party,128.4,0,0,1,No Deposit,0.0,0.0,1,2.0
Resort Hotel,0,23,2024,May,25,0,1,1,0.0,ESP,Online TA,Contract,133.81,1,0,0,Non Refund,0.0,0.0,1,1.0
City Hotel,1,27,2024,June,6,1,2,2,0.0,PRT,Online TA,Transient,97.31,0,0,0,Non Refund,5.0,103.0,3,2.0
City Hotel,0,5,2024,April,18,3,2,2,0.0,GBR,Offline TA/TO,Transient-Party,113.39,0,1,0,No Deposit,22.0,116.0,5,2.0
City Hotel,0,58,2023,January,1,0,3,2,0.0,USA,Offline TA/TO,Transient,83.71,0,1,0,No Deposit,6.0,101.0,3,2.0
City Hotel,0,16,2024,May,1,2,0,3,0.0,ITA,Online TA,Contract,115.46,0,1,0,No Deposit,12.0,118.0,2,3.0
City Hotel,0,97,2023,May,26,0,1,2,0.0,PRT,Offline TA/TO,Transient,96.08,0,0,0,No Deposit,11.0,112.0,1,2.0
City Hotel,0,30,2024,May,25,0,3,3,0.0,PRT,Corporate,Transient,104.47,0,0,0,No Deposit,17.0,101.0,3,3.0
Resort Hotel,0,36,2024,June,14,2,3,2,0.0,GBR,Offline TA/TO,Contract,99.03,0,1,0,Non Refund,27.0,108.0,5,2.0
City Hotel,0,62,2023,November,6,1,3,4,0.0,PRT,Offline TA/TO,Transient-Party,67.94,0,0,0,No Deposit,29.0,110.0,4,4.0
City Hotel,1,86,2024,February,6,3,0,2,0.0,IND,Direct,Transient,49.04,1,2,0,No Deposit,23.0,113.0,3,2.0
City Hotel,0,15,2023,January,4,1,1,2,0.0,USA,Online TA,Transient,77.18,0,1,0,No Deposit,21.0,0.0,2,2.0
City Hotel,1,203,2024,February,12,2,2,2,1.0,IND,Offline TA/TO,Group,60.54,0,0,0,Non Refund,0.0,0.0,4,3.0
City Hotel,1,58,2023,October,18,3,4,2,0.0,ESP,Online TA,Transient,90.91,0,0,0,Non Refund,4.0,109.0,7,2.0
City Hotel,0,0,2024,June,10,1,4,2,0.0,DEU,Offline TA/TO,Transient,118.87,0,0,0,No Deposit,13.0,104.0,5,2.0
City Hotel,0,32,2023,May,3,0,2,2,0.0,PRT,Direct,Transient-Party,114.74,0,1,0,Non Refund,8.0,0.0,2,2.0
City Hotel,0,34,2023,May,3,1,1,1,0.0,PRT,Online TA,Transient-Party,54.3,0,1,0,No Deposit,5.0,0.0,2,1.0
Resort Hotel,1,99,2023,December,8,0,3,2,1.0,USA,Online TA,Transient-Party,120.37,0,1,0,No Deposit,22.0,0.0,3,3.0
City Hotel,0,21,2023,December,22,0,2,1,0.0,FRA,Online TA,Transient-Party,133.18,0,1,0,Refundable,7.0,118.0,2,1.0
Resort Hotel,1,24,2023,June,23,2,3,1,0.0,PRT,Direct,Contract,156.97,0,0,0,No Deposit,0.0,107.0,5,1.0
Resort Hotel,0,75,2023,September,18,1,2,1,1.0,PRT,Direct,Transient,101.48,0,0,0,Refundable,12.0,109.0,3,2.0
Resort Hotel,0,60,2023,July,15,4,0,3,0.0,USA,Online TA,Transient,123.68,0,0,0,No Deposit,9.0,103.0,4,3.0
Resort Hotel,1,5,2024,February,25,1,4,1,2.0,PRT,Online TA,Transient-Party,91.95,0,0,0,Non Refund,0.0,115.0,5,3.0
City Hotel,0,7,2024,June,21,1,5,3,0.0,PRT,Groups,Transient,103.12,0,0,0,No Deposit,20.0,114.0,6,3.0
City Hotel,0,28,2024,September,20,1,3,4,0.0,ITA,Corporate,Transient,138.65,0,1,1,No Deposit,8.0,117.0,4,4.0
City Hotel,0,81,2024,July,17,3,3,2,0.0,FRA,Online TA,Transient-Party,119.79,1,0,0,Refundable,23.0,105.0,6,2.0
City Hotel,0,107,2023,February,25,3,3,2,0.0,PRT,Direct,Contract,94.78,0,2,1,No Deposit,8.0,114.0,6,2.0
City Hotel,1,0,2023,March,11,2,1,2,0.0,PRT,Direct,Transient,73.34,0,2,0,Non Refund,25.0,109.0,3,2.0
Resort Hotel,0,23,2023,August,13,2,1,3,0.0,GBR,Groups,Transient-Party,208.96,0,0,0,No Deposit,18.0,112.0,3,3.0
City Hotel,1,33,2024,November,25,0,2,2,2.0,PRT,Offline TA/TO,Transient-Party,64.09,0,0,0,Refundable,15.0,115.0,2,4.0
City Hotel,1,145,2024,September,20,2,2,4,0.0,USA,Offline TA/TO,Transient,92.82,0,1,1,No Deposit,22.0,110.0,4,4.0
City Hotel,0,41,2024,April,25,1,2,4,0.0,FRA,Groups,Transient-Party,87.74,0,0,0,Non Refund,29.0,0.0,3,4.0
City Hotel,0,29,2023,February,13,0,3,2,1.0,BRA,Direct,Transient,107.08,0,1,0,No Deposit,23.0,114.0,3,3.0
City Hotel,0,34,2023,November,17,1,3,1,1.0,BRA,Offline TA/TO,Transient-Party,86.1,0,1,0,No Deposit,12.0,114.0,4,2.0
Resort Hotel,0,66,2024,May,21,0,3,2,1.0,PRT,Groups,Transient-Party,86.74,0,1,0,No Deposit,12.0,0.0,3,3.0
Resort Hotel,0,29,2024,February,20,0,1,2,0.0,ESP,Online TA,Transient,125.77,0,0,0,No Deposit,18.0,102.0,1,2.0
Resort Hotel,0,62,2023,November,16,0,2,4,0.0,GBR,Online TA,Transient-Party,137.61,0,0,0,Refundable,14.0,0.0,2,4.0
City Hotel,1,19,2024,January,16,0,1,3,0.0,GBR,Online TA,Transient,104.74,0,0,0,No Deposit,7.0,0.0,1,3.0
Resort Hotel,0,53,2024,May,28,1,3,2,1.0,GBR,Online TA,Transient,93.58,0,2,0,Non Refund,26.0,101.0,4,3.0
City Hotel,0,26,2024,February,21,0,2,1,1.0,USA,Offline TA/TO,Transient,72.56,0,0,1,No Deposit,21.0,0.0,2,2.0
City Hotel,0,85,2024,July,27,1,1,3,0.0,GBR,Offline TA/TO,Transient-Party,155.98,0,0,0,No Deposit,24.0,104.0,2,3.0
Resort Hotel,0,3,2024,August,3,1,3,1,0.0,ESP,Offline TA/TO,Contract,194.0,1,2,0,No Deposit,15.0,0.0,4,1.0
City Hotel,1,150,2024,February,2,1,0,2,0.0,IND,Direct,Group,87.84,0,0,0,Refundable,10.0,110.0,1,2.0
Resort Hotel,1,11,2024,July,6,1,5,1,1.0,DEU,Online TA,Transient,169.78,0,1,0,No Deposit,24.0,0.0,6,2.0
Resort Hotel,0,10,2024,April,11,1,2,1,0.0,PRT,Direct,Transient,110.9,0,0,0,No Deposit,3.0,118.0,3,1.0
Resort Hotel,0,110,2024,January,3,2,3,2,0.0,PRT,Groups,Transient-Party,50.41,0,0,0,No Deposit,22.0,108.0,5,2.0
Resort Hotel,0,122,2024,November,26,0,4,1,1.0,FRA,Offline TA/TO,Contract,111.59,0,1,0,No Deposit,0.0,115.0,4,2.0
Resort Hotel,0,5,2024,March,1,2,1,1,0.0,FRA,Online TA,Transient,163.23,0,0,0,Non Refund,27.0,105.0,3,1.0
City Hotel,1,143,2024,November,11,2,2,1,2.0,FRA,Online TA,Transient,99.22,1,0,1,Non Refund,24.0,108.0,4,3.0
City Hotel,0,19,2023,December,13,0,2,1,0.0,PRT,Online TA,Transient,122.59,0,0,0,No Deposit,15.0,114.0,2,1.0
Resort Hotel,1,57,2023,January,5,0,2,2,0.0,GBR,Corporate,Transient-Party,90.13,0,0,0,Non Refund,1.0,0.0,2,2.0
City Hotel,0,4,2024,May,18,2,2,2,0.0,PRT,Online TA,Transient,125.94,1,1,0,No Deposit,0.0,105.0,4,2.0
City Hotel,1,28,2024,August,15,1,1,1,0.0,USA,Corporate,Group,115.16,0,0,0,Refundable,0.0,0.0,2,1.0
City Hotel,0,35,2024,January,18,0,2,2,0.0,USA,Corporate,Transient,138.08,0,0,1,No Deposit,17.0,105.0,2,2.0
City Hotel,0,54,2023,September,15,2,2,2,1.0,PRT,Offline TA/TO,Transient,120.63,0,0,1,No Deposit,23.0,0.0,4,3.0
Resort Hotel,0,44,2024,March,20,0,2,2,1.0,DEU,Online TA,Transient,113.32,0,0,0,No Deposit,19.0,0.0,2,3.0
Resort Hotel,0,37,2024,May,20,1,3,2,0.0,PRT,Direct,Transient,168.39,0,0,0,No Deposit,23.0,106.0,4,2.0
City Hotel,1,192,2023,September,20,0,2,1,1.0,BRA,Corporate,Transient-Party,123.57,0,2,1,No Deposit,2.0,100.0,2,2.0
