hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,country,market_segment,customer_type,adr,required_car_parking_spaces,total_of_special_requests,previous_cancellations,deposit_type,agent,company,total_nights,total_guests,lead_time_bucket,customer_segment,predicted_cancel_risk
Resort Hotel,1,17,2023,June,7,2,1,2,1.0,ESP,Groups,Transient-Party,96.3,0,0,1,No Deposit,3.0,0.0,3,3.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.4217905760629351
Resort Hotel,0,16,2024,November,14,1,4,2,0.0,GBR,Online TA,Transient,92.36,0,1,0,No Deposit,0.0,0.0,5,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.29606364328679013
City Hotel,0,106,2023,December,14,0,1,2,0.0,GBR,Offline TA/TO,Transient,101.98,0,1,1,No Deposit,16.0,102.0,1,2.0,91-180 days,Early Planner - Leisure/Transient,0.3740372869750142
Resort Hotel,0,85,2023,October,18,0,2,2,0.0,PRT,Offline TA/TO,Transient,90.43,0,1,0,No Deposit,17.0,118.0,2,2.0,31-90 days,Early Planner - Leisure/Transient,0.34767008683468975
City Hotel,1,24,2023,March,2,3,3,2,0.0,GBR,Online TA,Transient,63.62,0,0,0,No Deposit,0.0,103.0,6,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.4498302090850737
City Hotel,1,60,2024,July,1,1,2,1,1.0,PRT,Offline TA/TO,Transient,191.27,1,1,0,No Deposit,15.0,112.0,3,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3841681162292875
Resort Hotel,1,105,2024,November,21,4,2,2,0.0,FRA,Direct,Group,107.85,0,1,0,Non Refund,0.0,104.0,6,2.0,91-180 days,Early Planner - Leisure/Transient,0.7436246531284604
Resort Hotel,0,131,2023,March,22,2,0,1,0.0,PRT,Direct,Transient,136.08,1,1,0,No Deposit,22.0,104.0,2,1.0,91-180 days,Early Planner - Leisure/Transient,0.4345719054153515
City Hotel,0,0,2024,November,16,1,4,3,0.0,IND,Online TA,Transient-Party,105.8,0,1,0,No Deposit,10.0,118.0,5,3.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.325007536182866
Resort Hotel,1,100,2024,July,22,0,2,3,0.0,USA,Corporate,Transient,140.55,0,0,0,Non Refund,2.0,0.0,2,3.0,91-180 days,Early Planner - Leisure/Transient,0.8121233819031954
City Hotel,1,25,2023,December,18,1,3,1,0.0,DEU,Groups,Transient,112.77,0,1,0,No Deposit,0.0,110.0,4,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3164391821280751
City Hotel,0,27,2023,December,28,0,4,2,2.0,PRT,Offline TA/TO,Transient,86.98,1,1,0,No Deposit,1.0,0.0,4,4.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3207689593335819
City Hotel,0,55,2023,November,28,2,4,2,1.0,FRA,Offline TA/TO,Contract,62.26,0,1,0,No Deposit,0.0,115.0,6,3.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.31438289776643474
City Hotel,0,62,2024,August,23,1,3,2,0.0,ESP,Online TA,Transient,205.9,0,1,0,Non Refund,18.0,118.0,4,2.0,31-90 days,Early Planner - Leisure/Transient,0.6010928378987681
City Hotel,1,31,2024,March,22,1,1,2,0.0,ITA,Offline TA/TO,Contract,155.4,0,1,0,No Deposit,23.0,0.0,2,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.381069724478705
Resort Hotel,0,43,2023,February,24,1,4,1,0.0,FRA,Online TA,Transient-Party,64.78,0,1,1,No Deposit,0.0,107.0,5,1.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.34683473455236097
Resort Hotel,0,77,2023,December,6,2,1,2,0.0,FRA,Groups,Transient-Party,170.34,0,2,0,No Deposit,7.0,102.0,3,2.0,31-90 days,Early Planner - Corporate/Contract,0.40916715504106205
City Hotel,0,38,2023,June,25,0,5,2,1.0,BRA,Offline TA/TO,Contract,130.08,0,1,0,No Deposit,21.0,102.0,5,3.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.3522357657038149
City Hotel,0,0,2024,April,10,1,1,1,0.0,ESP,Groups,Transient,106.26,0,1,0,Refundable,6.0,0.0,2,1.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.31674727445636164
City Hotel,0,0,2023,August,2,2,4,2,0.0,ESP,Online TA,Transient,105.21,0,0,0,No Deposit,9.0,0.0,6,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.3460187224632884
City Hotel,1,64,2024,February,7,2,2,1,1.0,PRT,Online TA,Transient,63.72,0,0,0,No Deposit,18.0,103.0,4,2.0,31-90 days,Early Planner - Leisure/Transient,0.5120127959375196
City Hotel,0,112,2023,April,21,1,2,1,2.0,PRT,Offline TA/TO,Transient,131.88,0,0,0,No Deposit,8.0,115.0,3,3.0,91-180 days,Early Planner - Leisure/Transient,0.4558781070991312
City Hotel,0,22,2024,February,3,1,3,2,2.0,ITA,Offline TA/TO,Contract,83.83,0,3,0,No Deposit,1.0,101.0,4,4.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.2772009352204377
Resort Hotel,0,38,2023,February,20,3,3,2,0.0,DEU,Corporate,Transient,69.23,0,2,0,Non Refund,21.0,0.0,6,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.4810902130349974
City Hotel,0,16,2024,January,12,0,3,1,0.0,BRA,Offline TA/TO,Group,80.37,0,0,0,No Deposit,25.0,0.0,3,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.36427373888502196
City Hotel,0,18,2023,February,7,3,1,1,0.0,ITA,Direct,Transient-Party,67.93,1,2,0,No Deposit,1.0,102.0,4,1.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.2971508418667226
City Hotel,0,32,2024,September,17,4,0,2,0.0,ESP,Direct,Group,102.88,0,0,0,No Deposit,3.0,113.0,4,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.4462061475570299
City Hotel,0,68,2023,September,19,1,1,1,0.0,FRA,Online TA,Transient-Party,132.68,0,0,0,Non Refund,21.0,108.0,2,1.0,31-90 days,Early Planner - Corporate/Contract,0.7593194712916791
City Hotel,0,125,2024,November,12,1,2,1,0.0,GBR,Online TA,Transient,103.11,0,0,0,No Deposit,0.0,104.0,3,1.0,91-180 days,Early Planner - Leisure/Transient,0.5184993399210541
Resort Hotel,0,3,2023,November,9,1,2,2,0.0,PRT,Offline TA/TO,Transient-Party,112.34,0,0,0,No Deposit,23.0,109.0,3,2.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.4028465030473709
City Hotel,0,21,2024,July,27,2,2,3,0.0,PRT,Offline TA/TO,Transient-Party,142.13,0,1,0,No Deposit,1.0,115.0,4,3.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.4056514244882604
Resort Hotel,1,50,2024,June,14,2,1,2,0.0,PRT,Corporate,Transient,152.04,0,0,0,Non Refund,0.0,0.0,3,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.7291318677350577
City Hotel,1,57,2024,December,2,3,4,2,2.0,GBR,Online TA,Transient,100.52,0,0,0,No Deposit,28.0,119.0,7,4.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.4133618967824676
Resort Hotel,0,4,2024,March,21,2,2,1,0.0,ESP,Direct,Transient,156.77,0,1,0,Non Refund,17.0,0.0,4,1.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.5744485590309685
Resort Hotel,1,65,2024,December,4,0,2,2,0.0,ITA,Direct,Transient,99.08,0,1,1,No Deposit,27.0,108.0,2,2.0,31-90 days,Early Planner - Leisure/Transient,0.466574496770143
Resort Hotel,0,45,2023,July,28,1,0,1,0.0,GBR,Direct,Group,178.75,0,0,0,Refundable,10.0,115.0,1,1.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.28082949919767347
City Hotel,1,15,2024,September,21,1,3,3,0.0,PRT,Corporate,Transient,164.14,0,1,0,No Deposit,6.0,111.0,4,3.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.33300286790991396
Resort Hotel,0,13,2024,April,16,2,1,2,0.0,USA,Direct,Transient,87.1,0,0,0,No Deposit,8.0,0.0,3,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.34377145682635313
Resort Hotel,0,94,2024,June,22,0,3,1,0.0,PRT,Corporate,Transient,135.67,0,0,0,No Deposit,9.0,104.0,3,1.0,91-180 days,Early Planner - Leisure/Transient,0.3992405217260231
City Hotel,0,73,2024,June,17,3,3,2,0.0,USA,Direct,Transient,88.73,1,0,0,Non Refund,14.0,118.0,6,2.0,31-90 days,Early Planner - Leisure/Transient,0.6381788958930559
Resort Hotel,0,94,2024,November,2,2,8,2,0.0,FRA,Online TA,Transient,141.22,0,0,0,No Deposit,23.0,118.0,10,2.0,91-180 days,Early Planner - Leisure/Transient,0.38422309222285495
City Hotel,0,91,2023,March,17,2,2,3,0.0,ITA,Online TA,Group,76.18,0,2,0,No Deposit,5.0,111.0,4,3.0,91-180 days,Early Planner - Leisure/Transient,0.34942133004498677
City Hotel,0,6,2023,April,19,2,3,2,0.0,USA,Online TA,Transient,88.5,0,1,0,No Deposit,7.0,111.0,5,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.26980194029829135
City Hotel,0,19,2023,November,8,0,2,4,0.0,PRT,Online TA,Transient-Party,116.36,0,1,1,No Deposit,4.0,0.0,2,4.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.3798250089380272
Resort Hotel,0,18,2023,October,24,0,2,4,0.0,PRT,Direct,Transient,88.1,0,0,0,No Deposit,16.0,0.0,2,4.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3487277313243952
City Hotel,0,163,2024,March,20,0,2,2,0.0,FRA,Direct,Group,85.01,0,1,0,No Deposit,23.0,114.0,2,2.0,91-180 days,Early Planner - Leisure/Transient,0.5002832006963253
City Hotel,0,40,2023,June,6,1,3,2,2.0,GBR,Direct,Transient-Party,144.44,0,0,1,No Deposit,15.0,100.0,4,4.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.4985188918398139
City Hotel,1,7,2023,January,12,0,5,2,0.0,FRA,Offline TA/TO,Transient-Party,118.11,0,0,0,No Deposit,24.0,101.0,5,2.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.4418116242468519
Resort Hotel,1,20,2024,August,25,0,4,2,0.0,FRA,Offline TA/TO,Transient-Party,141.79,0,0,0,No Deposit,19.0,119.0,4,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.4641510731790755
City Hotel,1,123,2023,August,23,1,4,3,0.0,PRT,Online TA,Transient-Party,173.94,1,2,1,No Deposit,11.0,0.0,5,3.0,91-180 days,Early Planner - Corporate/Contract,0.5821489136153359
Resort Hotel,1,112,2023,September,18,3,2,2,0.0,ITA,Online TA,Transient,142.04,0,1,0,No Deposit,18.0,0.0,5,2.0,91-180 days,Early Planner - Leisure/Transient,0.41604694858610064
City Hotel,1,138,2023,June,27,1,1,2,1.0,PRT,Direct,Transient,106.06,0,0,0,No Deposit,27.0,118.0,2,3.0,91-180 days,Early Planner - Leisure/Transient,0.5744050411582671
City Hotel,0,29,2023,January,2,1,3,2,0.0,FRA,Online TA,Transient,105.14,0,0,0,Refundable,6.0,109.0,4,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3841982769838009
City Hotel,0,61,2024,March,19,1,2,2,0.0,ESP,Online TA,Transient,83.53,0,2,1,No Deposit,19.0,100.0,3,2.0,31-90 days,Early Planner - Leisure/Transient,0.3934145229379659
Resort Hotel,1,19,2024,January,24,1,1,1,0.0,ESP,Online TA,Transient,69.18,1,0,0,Non Refund,22.0,115.0,2,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.6812306490420316
Resort Hotel,1,11,2024,May,10,0,3,2,0.0,USA,Online TA,Contract,65.21,0,1,0,No Deposit,0.0,115.0,3,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.3679306939366808
City Hotel,0,1,2023,March,25,1,2,3,0.0,ESP,Online TA,Transient,101.96,0,0,0,No Deposit,20.0,111.0,3,3.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.3351493953429969
Resort Hotel,1,15,2024,February,3,0,2,2,1.0,DEU,Offline TA/TO,Transient,114.09,0,0,0,No Deposit,2.0,0.0,2,3.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3331447625700398
Resort Hotel,0,55,2023,March,25,0,3,4,0.0,GBR,Online TA,Group,124.56,0,2,0,No Deposit,19.0,112.0,3,4.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.33769543640459493
City Hotel,0,140,2023,September,28,1,1,4,0.0,DEU,Online TA,Group,85.18,0,0,1,No Deposit,7.0,0.0,2,4.0,91-180 days,Early Planner - Leisure/Transient,0.5005094486012589
City Hotel,0,8,2023,November,12,4,3,2,0.0,PRT,Corporate,Group,102.29,0,1,0,No Deposit,15.0,112.0,7,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.29379850443257777
Resort Hotel,1,150,2023,August,26,1,3,1,0.0,ESP,Online TA,Transient-Party,198.97,0,0,1,Non Refund,19.0,109.0,4,1.0,91-180 days,Early Planner - Corporate/Contract,0.8685651170851757
City Hotel,0,25,2023,March,16,1,0,2,0.0,USA,Offline TA/TO,Transient,120.91,0,1,0,No Deposit,22.0,116.0,1,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.33645505776634865
Resort Hotel,0,33,2023,November,12,2,4,2,1.0,FRA,Online TA,Contract,102.14,0,0,0,No Deposit,3.0,105.0,6,3.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.37954150563744155
City Hotel,0,27,2024,February,8,1,1,2,0.0,USA,Groups,Transient,92.51,0,1,0,No Deposit,28.0,102.0,2,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.33272881755377454
Resort Hotel,0,31,2023,May,5,1,2,1,0.0,FRA,Direct,Transient,130.69,0,0,0,No Deposit,0.0,0.0,3,1.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3796543163276233
City Hotel,0,18,2023,December,11,2,2,1,0.0,ITA,Online TA,Transient,83.95,1,2,0,No Deposit,23.0,104.0,4,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.2278742183873974
City Hotel,0,71,2023,December,10,0,3,2,0.0,GBR,Online TA,Transient-Party,128.84,0,0,0,No Deposit,20.0,0.0,3,2.0,31-90 days,Early Planner - Corporate/Contract,0.5122425650927983
City Hotel,0,85,2024,December,3,1,0,2,2.0,GBR,Online TA,Transient,112.04,0,0,1,No Deposit,20.0,108.0,1,4.0,31-90 days,Early Planner - Leisure/Transient,0.45862705355699745
City Hotel,0,103,2023,January,27,0,1,2,0.0,GBR,Corporate,Transient-Party,69.83,0,0,0,No Deposit,23.0,104.0,1,2.0,91-180 days,Early Planner - Corporate/Contract,0.47390076346819576
Resort Hotel,0,25,2024,April,23,0,3,2,0.0,PRT,Offline TA/TO,Transient,180.36,0,0,0,No Deposit,29.0,116.0,3,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3241545773748095
City Hotel,0,86,2024,August,9,0,4,2,0.0,ESP,Online TA,Transient,77.89,0,0,0,No Deposit,5.0,104.0,4,2.0,31-90 days,Early Planner - Leisure/Transient,0.47527144261853027
City Hotel,0,60,2023,January,12,1,4,2,0.0,IRL,Groups,Transient,84.07,0,0,0,No Deposit,2.0,0.0,5,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.38825950249499736
City Hotel,0,190,2023,May,6,4,0,2,0.0,PRT,Online TA,Transient,102.41,0,0,0,No Deposit,3.0,104.0,4,2.0,180+ days,Early Planner - Leisure/Transient,0.6129718890711399
Resort Hotel,1,33,2023,December,19,0,3,1,0.0,GBR,Offline TA/TO,Group,160.9,0,1,0,Non Refund,9.0,117.0,3,1.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.7293244951753116
City Hotel,1,292,2024,April,16,1,2,2,2.0,IRL,Complementary,Group,85.28,0,1,0,No Deposit,13.0,0.0,3,4.0,180+ days,Early Planner - Leisure/Transient,0.7484715728121463
Resort Hotel,0,80,2023,June,21,0,1,1,0.0,GBR,Corporate,Transient,61.57,0,0,0,No Deposit,16.0,101.0,1,1.0,31-90 days,Early Planner - Leisure/Transient,0.4170344645398544
City Hotel,0,89,2023,July,23,2,5,1,0.0,PRT,Direct,Group,109.89,0,2,0,Non Refund,8.0,102.0,7,1.0,31-90 days,Early Planner - Leisure/Transient,0.47383292884678846
City Hotel,0,1,2023,September,24,1,4,3,2.0,IRL,Groups,Transient-Party,93.95,0,0,0,No Deposit,3.0,0.0,5,5.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.38833573927531884
City Hotel,0,41,2024,January,14,2,2,1,0.0,DEU,Groups,Transient,114.21,0,0,0,No Deposit,9.0,0.0,4,1.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.37431127144056203
City Hotel,0,45,2023,November,28,0,2,2,0.0,PRT,Groups,Transient-Party,95.7,0,0,0,Non Refund,25.0,111.0,2,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.7612136641151168
City Hotel,0,2,2023,October,4,1,2,2,0.0,PRT,Online TA,Group,104.66,0,2,0,No Deposit,20.0,101.0,3,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.282571951749275
Resort Hotel,0,22,2024,April,18,1,2,3,2.0,ESP,Online TA,Transient,173.83,0,1,0,No Deposit,24.0,106.0,3,5.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.28512826571816635
Resort Hotel,1,186,2024,June,10,1,1,2,2.0,PRT,Online TA,Transient,176.36,0,0,0,No Deposit,17.0,119.0,2,4.0,180+ days,Early Planner - Leisure/Transient,0.5334239560498844
Resort Hotel,0,33,2024,October,18,0,3,2,0.0,DEU,Corporate,Transient,177.51,0,0,0,No Deposit,9.0,116.0,3,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.30344688662335106
Resort Hotel,0,12,2023,July,12,1,4,2,0.0,GBR,Online TA,Transient,150.94,0,0,0,Non Refund,0.0,101.0,5,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.6453565952827435
Resort Hotel,0,43,2024,July,19,1,0,3,0.0,IRL,Online TA,Transient,201.0,0,0,2,Refundable,28.0,109.0,1,3.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.2677220497261628
Resort Hotel,0,2,2024,August,8,1,9,1,0.0,PRT,Online TA,Transient-Party,161.37,0,1,0,No Deposit,0.0,117.0,10,1.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.2945595380247567
City Hotel,1,43,2023,October,1,1,4,2,0.0,IND,Direct,Contract,70.73,0,0,0,Non Refund,7.0,112.0,5,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.7080871855024345
City Hotel,0,54,2024,August,14,0,1,3,0.0,GBR,Direct,Transient,112.82,0,0,0,No Deposit,23.0,115.0,1,3.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3987820551614435
Resort Hotel,1,26,2023,August,23,1,1,4,0.0,FRA,Online TA,Transient,174.42,0,0,0,No Deposit,18.0,109.0,2,4.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3260053529626789
City Hotel,1,86,2024,August,6,2,2,2,0.0,IRL,Corporate,Transient-Party,165.05,0,0,0,No Deposit,7.0,115.0,4,2.0,31-90 days,Early Planner - Corporate/Contract,0.475929074721114
Resort Hotel,0,8,2023,December,14,1,0,1,0.0,DEU,Online TA,Transient,198.5,0,0,0,Refundable,27.0,0.0,1,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.2600655886920215
City Hotel,1,126,2024,August,2,1,2,3,2.0,FRA,Online TA,Contract,93.58,0,0,0,No Deposit,1.0,110.0,3,5.0,91-180 days,Early Planner - Corporate/Contract,0.5790699262278785
City Hotel,1,186,2023,June,9,1,4,1,0.0,GBR,Groups,Group,109.94,0,0,0,Refundable,6.0,115.0,5,1.0,180+ days,Early Planner - Leisure/Transient,0.7244022619138291
City Hotel,0,0,2024,September,12,0,1,3,2.0,USA,Direct,Group,98.83,0,0,0,No Deposit,6.0,107.0,1,5.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.4083996496752582
City Hotel,0,110,2023,March,5,1,3,2,0.0,ESP,Online TA,Transient-Party,153.02,0,1,0,No Deposit,19.0,112.0,4,2.0,91-180 days,Early Planner - Corporate/Contract,0.45807140432728927
City Hotel,0,42,2024,June,2,2,0,1,1.0,FRA,Groups,Transient,110.83,0,1,0,Non Refund,17.0,0.0,2,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.6760588405004232
City Hotel,0,37,2024,May,19,1,2,2,0.0,ITA,Online TA,Transient,88.63,0,0,0,No Deposit,0.0,0.0,3,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.4023552198969504
City Hotel,0,16,2023,August,7,1,3,2,0.0,ITA,Direct,Transient-Party,130.55,0,0,0,No Deposit,27.0,105.0,4,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.47582712796514764
City Hotel,0,35,2024,April,7,1,4,1,0.0,FRA,Direct,Group,116.32,0,0,0,No Deposit,11.0,111.0,5,1.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.43316805400412345
City Hotel,0,180,2024,April,10,0,7,1,0.0,GBR,Offline TA/TO,Transient,141.19,0,1,0,No Deposit,18.0,0.0,7,1.0,91-180 days,Early Planner - Leisure/Transient,0.42093750590690115
Resort Hotel,0,14,2023,October,17,1,0,2,0.0,IND,Offline TA/TO,Transient,58.64,0,1,0,No Deposit,10.0,110.0,1,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.29456016005102453
City Hotel,0,11,2023,November,26,0,3,2,0.0,FRA,Online TA,Contract,75.83,0,2,0,No Deposit,7.0,0.0,3,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.2743185848767586
Resort Hotel,0,16,2024,October,14,0,2,1,0.0,PRT,Offline TA/TO,Transient,112.66,0,2,0,No Deposit,20.0,111.0,2,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.264043722489007
City Hotel,0,48,2023,May,27,1,2,2,0.0,PRT,Online TA,Transient,101.78,0,1,0,No Deposit,27.0,101.0,3,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3536440185852034
City Hotel,1,159,2023,November,11,0,1,1,1.0,PRT,Offline TA/TO,Group,138.62,0,0,0,No Deposit,1.0,119.0,1,2.0,91-180 days,Early Planner - Leisure/Transient,0.5891294692124631
Resort Hotel,0,51,2023,June,28,5,2,3,0.0,DEU,Direct,Transient,134.59,1,3,0,Refundable,2.0,106.0,7,3.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.23488573076562447
City Hotel,0,16,2023,November,20,0,1,2,0.0,BRA,Direct,Transient,127.06,0,1,0,No Deposit,2.0,114.0,1,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.334538084006212
City Hotel,1,34,2023,April,6,1,4,1,0.0,FRA,Corporate,Transient-Party,84.05,0,0,0,Non Refund,23.0,0.0,5,1.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.7766799610075072
City Hotel,1,29,2023,February,8,0,1,2,1.0,PRT,Online TA,Transient-Party,55.38,0,0,1,No Deposit,12.0,106.0,1,3.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.45160680437819634
City Hotel,0,2,2024,December,19,3,2,2,1.0,FRA,Online TA,Transient,138.92,0,0,0,No Deposit,23.0,106.0,5,3.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.3385030216060144
City Hotel,1,42,2024,December,19,0,1,2,0.0,PRT,Online TA,Transient,114.03,0,0,0,Non Refund,8.0,115.0,1,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.7256301479452255
Resort Hotel,0,8,2023,February,24,2,2,1,0.0,USA,Groups,Transient-Party,69.47,0,0,0,No Deposit,1.0,112.0,4,1.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.3898898342287624
City Hotel,1,110,2024,December,24,1,3,2,0.0,PRT,Corporate,Transient,145.63,1,0,0,No Deposit,22.0,113.0,4,2.0,91-180 days,Early Planner - Leisure/Transient,0.4709413797548147
Resort Hotel,0,47,2024,March,24,1,1,2,1.0,FRA,Groups,Transient,155.98,0,0,0,No Deposit,7.0,0.0,2,3.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3678783658992939
City Hotel,1,111,2024,February,17,2,2,2,0.0,FRA,Online TA,Transient,93.63,1,0,0,No Deposit,18.0,115.0,4,2.0,91-180 days,Early Planner - Leisure/Transient,0.47749699523690414
Resort Hotel,0,187,2023,January,24,0,1,1,0.0,IND,Offline TA/TO,Transient-Party,114.96,0,1,0,No Deposit,14.0,105.0,1,1.0,180+ days,Early Planner - Corporate/Contract,0.5345765328742698
City Hotel,1,172,2023,August,24,1,7,3,0.0,PRT,Offline TA/TO,Transient-Party,143.21,0,0,0,No Deposit,29.0,103.0,8,3.0,91-180 days,Early Planner - Corporate/Contract,0.6129311263588062
City Hotel,0,6,2024,December,18,0,5,2,0.0,BRA,Offline TA/TO,Transient-Party,140.37,0,0,0,No Deposit,2.0,101.0,5,2.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.4579355751818154
Resort Hotel,1,173,2024,May,12,3,1,2,0.0,DEU,Direct,Transient-Party,163.98,0,1,1,No Deposit,15.0,0.0,4,2.0,91-180 days,Early Planner - Corporate/Contract,0.6484069395819104
City Hotel,0,95,2024,October,9,2,5,2,0.0,PRT,Online TA,Transient-Party,67.35,0,0,0,No Deposit,27.0,103.0,7,2.0,91-180 days,Early Planner - Corporate/Contract,0.49196906693321174
City Hotel,0,90,2024,January,23,2,3,3,0.0,GBR,Direct,Transient,76.02,0,0,0,No Deposit,22.0,113.0,5,3.0,31-90 days,Early Planner - Leisure/Transient,0.4515660537891094
City Hotel,0,5,2023,September,24,2,2,2,0.0,ITA,Corporate,Contract,112.3,0,3,0,No Deposit,29.0,0.0,4,2.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.27500659388059834
City Hotel,0,11,2024,August,16,1,1,3,1.0,PRT,Online TA,Contract,131.51,0,0,1,No Deposit,0.0,112.0,2,4.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.35963032893836117
City Hotel,1,221,2023,April,18,0,1,3,0.0,PRT,Groups,Transient,109.16,0,2,0,No Deposit,18.0,117.0,1,3.0,180+ days,Early Planner - Leisure/Transient,0.6850427493475921
City Hotel,0,14,2023,August,16,0,4,4,0.0,DEU,Offline TA/TO,Transient,143.36,0,1,0,No Deposit,12.0,103.0,4,4.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3166502368736859
